!# Results of ROTMAS saved at 13-Oct-2007 (11:46:33)
!# User velocity         : Vu=SQRT(4*{PI}*4.321*RHO*RC*RC*(1-(RC/R)*ATAN(R/RC)))
!# Total velocity        : Vt=SQRT(MG*VG*ABS(VG)+MD*VD*ABS(VD)+VU**2)
!# Chi-square            : 158.738
!# Red. Chi-square (N=288,n=3) : 0.556977
!# Parameter name  :           RC         RHO          MD          MG
!# Parameter value :     3.761450    28.590401     1.579930     1.000000 
!# Parameter error :     0.153597     1.909486     0.037342     0.000000 
!#
!# Radius |  vgas   |  vdisk  |  vbulge |  vobs   | err vobs|   Vu    |   Vt    |   Rxv   |   Vxy   |
!# kpc       km/s      km/s       km/s     km/s     km/s       km/s      km/s       kpc       km/s   
!#===================================================================================================
    15.88     36.45   48.2721         0     140.9     2.843   122.484   136.606         0         0   
    15.94     36.39   48.0972         0     140.5     3.088   122.573   136.608         0         0   
    16.01     36.26    47.916         0     139.6     2.813   122.676   136.602         0         0   
    16.07     36.16   47.8009         0     138.2     3.083   122.764   136.614         0         0   
    16.13     36.14   47.7227         0     136.5     4.838   122.851    136.66         0         0   
    16.19     36.24   47.6596         0     135.9     4.495   122.938   136.742         0         0   
    16.26     36.27   47.6184         0     135.3     4.074   123.038   136.826         0         0   
    16.32     36.23   47.4463         0     136.1     5.706   123.123   136.833         0         0   
    16.38     36.15      47.3         0     136.3     4.518   123.208   136.837         0         0   
    16.44     36.02   47.2041         0     135.7     4.072   123.292   136.846         0         0   
    16.51     35.79   47.1229         0     135.5     3.552    123.39   136.845         0         0   
    16.57      35.6   47.0613         0     135.5     3.318   123.473   136.849         0         0   
    16.63     35.44   47.0049         0     135.1      3.64   123.555   136.863         0         0   
    16.69     35.34   46.8485         0     134.9     2.521   123.637   136.857         0         0   
    16.76      35.2   46.6958         0     134.3      2.02   123.732   136.855         0         0   
    16.82     35.05   46.6199         0     134.4     1.982   123.813   136.863         0         0   
    16.88     34.93   46.5558         0     135.4     1.907   123.893   136.884         0         0   
    16.94     34.87   46.5726         0     134.5     1.987   123.973   136.946         0         0   
    17.01     34.91   46.3878         0     133.7      2.03   124.065   136.977         0         0   
    17.07        35   46.2523         0     133.2     2.648   124.144   137.026         0         0   
    17.13     35.08   46.1425         0     133.2     2.348   124.222    137.08         0         0   
    17.19     35.09   46.0697         0       134     2.946     124.3   137.128         0         0   
    17.26        35   46.0028         0     134.3     4.443    124.39   137.164         0         0   
    17.32     34.97    45.987         0     135.5     5.942   124.466   137.221         0         0   
    17.38     34.93   45.8329         0     135.3     5.264   124.542   137.228         0         0   
